"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"312150","DESTERRO DO MELO","MG","09/2019","10"
"312150","DESTERRO DO MELO","MG","08/2019","10"
"312150","DESTERRO DO MELO","MG","07/2019","10"
"312150","DESTERRO DO MELO","MG","06/2019","10"
"312150","DESTERRO DO MELO","MG","05/2019","10"
"312150","DESTERRO DO MELO","MG","04/2019","10"
"312150","DESTERRO DO MELO","MG","07/2018","11"
"312150","DESTERRO DO MELO","MG","03/2019","10"
"312150","DESTERRO DO MELO","MG","02/2019","10"
"312150","DESTERRO DO MELO","MG","01/2019","10"
"312150","DESTERRO DO MELO","MG","12/2018","10"
"312150","DESTERRO DO MELO","MG","11/2018","10"
"312150","DESTERRO DO MELO","MG","09/2018","10"
"312160","DIAMANTINA","MG","11/2021","519"
"312160","DIAMANTINA","MG","12/2021","516"
"312160","DIAMANTINA","MG","01/2018","512"
"312160","DIAMANTINA","MG","06/2018","520"
"312160","DIAMANTINA","MG","05/2018","516"
"312160","DIAMANTINA","MG","04/2018","514"
"312160","DIAMANTINA","MG","07/2018","524"
"312160","DIAMANTINA","MG","08/2018","524"
"312160","DIAMANTINA","MG","03/2018","509"
"312160","DIAMANTINA","MG","09/2018","525"
"312160","DIAMANTINA","MG","10/2018","526"
"312160","DIAMANTINA","MG","11/2018","531"
"312160","DIAMANTINA","MG","12/2018","529"
"312160","DIAMANTINA","MG","01/2019","530"
"312160","DIAMANTINA","MG","02/2019","529"
"312160","DIAMANTINA","MG","03/2019","530"
"312160","DIAMANTINA","MG","04/2019","534"
"312160","DIAMANTINA","MG","05/2019","531"
"312160","DIAMANTINA","MG","06/2019","526"
"312160","DIAMANTINA","MG","07/2019","525"
"312160","DIAMANTINA","MG","12/2019","529"
"312160","DIAMANTINA","MG","08/2019","524"
"312160","DIAMANTINA","MG","09/2019","529"
"312160","DIAMANTINA","MG","10/2019","525"
"312160","DIAMANTINA","MG","11/2019","528"
"312160","DIAMANTINA","MG","01/2020","529"
"312160","DIAMANTINA","MG","02/2020","528"
"312160","DIAMANTINA","MG","03/2020","533"
"312160","DIAMANTINA","MG","04/2020","531"
"312160","DIAMANTINA","MG","05/2020","535"
"312160","DIAMANTINA","MG","06/2020","541"
"312160","DIAMANTINA","MG","07/2020","536"
"312160","DIAMANTINA","MG","08/2020","532"
"312160","DIAMANTINA","MG","09/2020","533"
"312160","DIAMANTINA","MG","10/2020","533"
"312160","DIAMANTINA","MG","11/2020","538"
"312160","DIAMANTINA","MG","12/2020","539"
"312160","DIAMANTINA","MG","01/2021","539"
"312160","DIAMANTINA","MG","02/2021","540"
"312160","DIAMANTINA","MG","03/2021","529"
"312160","DIAMANTINA","MG","04/2021","526"
"312160","DIAMANTINA","MG","05/2021","524"
"312160","DIAMANTINA","MG","06/2021","528"
"312160","DIAMANTINA","MG","07/2021","527"
"312160","DIAMANTINA","MG","08/2021","526"
"312160","DIAMANTINA","MG","02/2018","511"
"312160","DIAMANTINA","MG","09/2021","523"
"312160","DIAMANTINA","MG","10/2021","522"
"312170","DIOGO DE VASCONCELOS","MG","09/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","01/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","02/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","03/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","04/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","05/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","06/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","07/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","08/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","10/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","11/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","12/2018","2"
"312170","DIOGO DE VASCONCELOS","MG","01/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","02/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","03/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","04/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","05/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","06/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","07/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","08/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","09/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","10/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","11/2019","1"
"312170","DIOGO DE VASCONCELOS","MG","01/2020","1"
"312170","DIOGO DE VASCONCELOS","MG","02/2020","1"
"312170","DIOGO DE VASCONCELOS","MG","03/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","04/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","05/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","06/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","07/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","08/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","09/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","10/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","11/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","12/2020","2"
"312170","DIOGO DE VASCONCELOS","MG","01/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","02/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","03/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","04/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","05/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","06/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","07/2021","2"
"312170","DIOGO DE VASCONCELOS","MG","08/2021","3"
"312170","DIOGO DE VASCONCELOS","MG","09/2021","4"
"312170","DIOGO DE VASCONCELOS","MG","10/2021","3"
"312170","DIOGO DE VASCONCELOS","MG","11/2021","3"
"312170","DIOGO DE VASCONCELOS","MG","12/2021","3"
"312170","DIOGO DE VASCONCELOS","MG","12/2019","1"
"312180","DIONÍSIO","MG","12/2021","36"
"312180","DIONÍSIO","MG","02/2018","40"
"312180","DIONÍSIO","MG","03/2018","38"
"312180","DIONÍSIO","MG","04/2018","39"
"312180","DIONÍSIO","MG","05/2018","38"
"312180","DIONÍSIO","MG","06/2018","39"
"312180","DIONÍSIO","MG","07/2018","39"
"312180","DIONÍSIO","MG","08/2018","41"
"312180","DIONÍSIO","MG","09/2018","41"
"312180","DIONÍSIO","MG","10/2018","39"
"312180","DIONÍSIO","MG","11/2018","39"
"312180","DIONÍSIO","MG","12/2018","39"
"312180","DIONÍSIO","MG","01/2019","39"
"312180","DIONÍSIO","MG","02/2019","40"
"312180","DIONÍSIO","MG","03/2019","40"
"312180","DIONÍSIO","MG","04/2019","40"
"312180","DIONÍSIO","MG","05/2019","39"
"312180","DIONÍSIO","MG","12/2019","44"
"312180","DIONÍSIO","MG","06/2019","39"
"312180","DIONÍSIO","MG","07/2019","38"
"312180","DIONÍSIO","MG","08/2019","38"
"312180","DIONÍSIO","MG","09/2019","38"
"312180","DIONÍSIO","MG","10/2019","38"
"312180","DIONÍSIO","MG","01/2018","40"
"312180","DIONÍSIO","MG","11/2019","43"
"312180","DIONÍSIO","MG","01/2020","45"
"312180","DIONÍSIO","MG","02/2020","47"
"312180","DIONÍSIO","MG","03/2020","46"
"312180","DIONÍSIO","MG","04/2020","47"
"312180","DIONÍSIO","MG","05/2020","46"
"312180","DIONÍSIO","MG","06/2020","45"
"312180","DIONÍSIO","MG","07/2020","46"
"312180","DIONÍSIO","MG","08/2020","45"
"312180","DIONÍSIO","MG","09/2020","43"
"312180","DIONÍSIO","MG","10/2020","43"
"312180","DIONÍSIO","MG","11/2020","44"
"312180","DIONÍSIO","MG","12/2020","44"
"312180","DIONÍSIO","MG","01/2021","43"
"312180","DIONÍSIO","MG","02/2021","42"
"312180","DIONÍSIO","MG","03/2021","42"
"312180","DIONÍSIO","MG","04/2021","42"
"312180","DIONÍSIO","MG","05/2021","41"
"312180","DIONÍSIO","MG","06/2021","40"
"312180","DIONÍSIO","MG","07/2021","40"
"312180","DIONÍSIO","MG","08/2021","40"
"312180","DIONÍSIO","MG","09/2021","40"
"312180","DIONÍSIO","MG","10/2021","40"
"312180","DIONÍSIO","MG","11/2021","37"
"312190","DIVINÉSIA","MG","06/2021","4"
"312190","DIVINÉSIA","MG","01/2018","4"
"312190","DIVINÉSIA","MG","02/2018","4"
"312190","DIVINÉSIA","MG","03/2018","4"
"312190","DIVINÉSIA","MG","04/2018","4"
"312190","DIVINÉSIA","MG","05/2018","4"
"312190","DIVINÉSIA","MG","06/2018","4"
"312190","DIVINÉSIA","MG","07/2018","4"
"312190","DIVINÉSIA","MG","08/2018","4"
"312190","DIVINÉSIA","MG","09/2018","4"
"312190","DIVINÉSIA","MG","10/2018","4"
"312190","DIVINÉSIA","MG","11/2018","4"
"312190","DIVINÉSIA","MG","12/2018","4"
"312190","DIVINÉSIA","MG","01/2019","4"
"312190","DIVINÉSIA","MG","02/2019","4"
"312190","DIVINÉSIA","MG","03/2019","4"
"312190","DIVINÉSIA","MG","04/2019","4"
"312190","DIVINÉSIA","MG","05/2019","4"
"312190","DIVINÉSIA","MG","06/2019","4"
"312190","DIVINÉSIA","MG","07/2019","4"
"312190","DIVINÉSIA","MG","08/2019","4"
"312190","DIVINÉSIA","MG","09/2019","4"
"312190","DIVINÉSIA","MG","10/2019","4"
"312190","DIVINÉSIA","MG","11/2019","4"
"312190","DIVINÉSIA","MG","01/2020","4"
"312190","DIVINÉSIA","MG","02/2020","4"
"312190","DIVINÉSIA","MG","03/2020","4"
"312190","DIVINÉSIA","MG","04/2020","4"
"312190","DIVINÉSIA","MG","05/2020","4"
"312190","DIVINÉSIA","MG","06/2020","4"
"312190","DIVINÉSIA","MG","07/2020","4"
"312190","DIVINÉSIA","MG","08/2020","4"
"312190","DIVINÉSIA","MG","09/2020","4"
"312190","DIVINÉSIA","MG","10/2020","4"
"312190","DIVINÉSIA","MG","11/2020","4"
"312190","DIVINÉSIA","MG","12/2020","4"
"312190","DIVINÉSIA","MG","01/2021","4"
"312190","DIVINÉSIA","MG","02/2021","4"
"312190","DIVINÉSIA","MG","03/2021","4"
"312190","DIVINÉSIA","MG","04/2021","4"
"312190","DIVINÉSIA","MG","05/2021","4"
"312190","DIVINÉSIA","MG","07/2021","4"
"312190","DIVINÉSIA","MG","08/2021","4"
"312190","DIVINÉSIA","MG","09/2021","4"
"312190","DIVINÉSIA","MG","10/2021","4"
"312190","DIVINÉSIA","MG","11/2021","4"
"312190","DIVINÉSIA","MG","12/2021","4"
"312190","DIVINÉSIA","MG","12/2019","4"
"312200","DIVINO","MG","09/2021","107"
"312200","DIVINO","MG","01/2018","101"
"312200","DIVINO","MG","02/2018","99"
"312200","DIVINO","MG","11/2021","105"
"312200","DIVINO","MG","03/2018","100"
"312200","DIVINO","MG","10/2021","105"
"312200","DIVINO","MG","04/2018","101"
"312200","DIVINO","MG","05/2018","100"
"312200","DIVINO","MG","06/2018","102"
"312200","DIVINO","MG","07/2018","103"
"312200","DIVINO","MG","08/2018","102"
"312200","DIVINO","MG","09/2018","103"
"312200","DIVINO","MG","10/2018","102"
"312200","DIVINO","MG","11/2018","104"
"312200","DIVINO","MG","12/2018","104"
"312200","DIVINO","MG","01/2019","105"
"312200","DIVINO","MG","02/2019","106"
"312200","DIVINO","MG","03/2019","105"
"312200","DIVINO","MG","04/2019","107"
"312200","DIVINO","MG","05/2019","108"
"312200","DIVINO","MG","06/2019","107"
"312200","DIVINO","MG","07/2019","105"
"312200","DIVINO","MG","08/2019","105"
"312200","DIVINO","MG","12/2019","112"
"312200","DIVINO","MG","09/2019","106"
"312200","DIVINO","MG","10/2019","107"
"312200","DIVINO","MG","11/2019","111"
"312200","DIVINO","MG","01/2020","112"
"312200","DIVINO","MG","02/2020","112"
"312200","DIVINO","MG","03/2020","114"
"312200","DIVINO","MG","04/2020","112"
"312200","DIVINO","MG","05/2020","113"
"312200","DIVINO","MG","06/2020","112"
"312200","DIVINO","MG","07/2020","112"
"312200","DIVINO","MG","08/2020","112"
"312200","DIVINO","MG","09/2020","112"
"312200","DIVINO","MG","10/2020","111"
"312200","DIVINO","MG","11/2020","111"
"312200","DIVINO","MG","12/2020","111"
"312200","DIVINO","MG","01/2021","111"
"312200","DIVINO","MG","02/2021","110"
"312200","DIVINO","MG","03/2021","110"
"312200","DIVINO","MG","12/2021","104"
"312200","DIVINO","MG","04/2021","108"
"312200","DIVINO","MG","05/2021","107"
"312200","DIVINO","MG","06/2021","108"
"312200","DIVINO","MG","07/2021","107"
"312200","DIVINO","MG","08/2021","107"
"312210","DIVINO DAS LARANJEIRAS","MG","05/2021","55"
"312210","DIVINO DAS LARANJEIRAS","MG","12/2021","59"
"312210","DIVINO DAS LARANJEIRAS","MG","10/2021","59"
"312210","DIVINO DAS LARANJEIRAS","MG","09/2021","58"
"312210","DIVINO DAS LARANJEIRAS","MG","08/2021","57"
"312210","DIVINO DAS LARANJEIRAS","MG","07/2021","56"
"312210","DIVINO DAS LARANJEIRAS","MG","06/2021","55"
"312210","DIVINO DAS LARANJEIRAS","MG","04/2021","55"
"312210","DIVINO DAS LARANJEIRAS","MG","03/2021","54"
"312210","DIVINO DAS LARANJEIRAS","MG","02/2021","53"
"312210","DIVINO DAS LARANJEIRAS","MG","01/2021","53"
"312210","DIVINO DAS LARANJEIRAS","MG","12/2020","52"
"312210","DIVINO DAS LARANJEIRAS","MG","11/2020","52"
"312210","DIVINO DAS LARANJEIRAS","MG","10/2020","52"
"312210","DIVINO DAS LARANJEIRAS","MG","09/2020","51"
"312210","DIVINO DAS LARANJEIRAS","MG","08/2020","51"
"312210","DIVINO DAS LARANJEIRAS","MG","07/2020","51"
"312210","DIVINO DAS LARANJEIRAS","MG","06/2020","51"
"312210","DIVINO DAS LARANJEIRAS","MG","05/2020","52"
"312210","DIVINO DAS LARANJEIRAS","MG","04/2020","51"
"312210","DIVINO DAS LARANJEIRAS","MG","03/2020","53"
"312210","DIVINO DAS LARANJEIRAS","MG","02/2020","49"
"312210","DIVINO DAS LARANJEIRAS","MG","01/2020","48"
"312210","DIVINO DAS LARANJEIRAS","MG","11/2019","40"
"312210","DIVINO DAS LARANJEIRAS","MG","10/2019","33"
"312210","DIVINO DAS LARANJEIRAS","MG","09/2019","30"
"312210","DIVINO DAS LARANJEIRAS","MG","08/2019","30"
"312210","DIVINO DAS LARANJEIRAS","MG","07/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","06/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","05/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","04/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","03/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","02/2019","31"
"312210","DIVINO DAS LARANJEIRAS","MG","01/2019","32"
"312210","DIVINO DAS LARANJEIRAS","MG","12/2018","31"
"312210","DIVINO DAS LARANJEIRAS","MG","11/2018","31"
"312210","DIVINO DAS LARANJEIRAS","MG","10/2018","33"
"312210","DIVINO DAS LARANJEIRAS","MG","09/2018","33"
"312210","DIVINO DAS LARANJEIRAS","MG","08/2018","31"
"312210","DIVINO DAS LARANJEIRAS","MG","07/2018","33"
"312210","DIVINO DAS LARANJEIRAS","MG","06/2018","33"
"312210","DIVINO DAS LARANJEIRAS","MG","05/2018","33"
"312210","DIVINO DAS LARANJEIRAS","MG","04/2018","34"
"312210","DIVINO DAS LARANJEIRAS","MG","03/2018","36"
"312210","DIVINO DAS LARANJEIRAS","MG","02/2018","35"
"312210","DIVINO DAS LARANJEIRAS","MG","01/2018","35"
"312210","DIVINO DAS LARANJEIRAS","MG","12/2019","47"
"312210","DIVINO DAS LARANJEIRAS","MG","11/2021","59"
"312220","DIVINOLÂNDIA DE MINAS","MG","03/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","04/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","05/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","10/2020","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","11/2021","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","11/2020","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","12/2020","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","01/2021","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","06/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","07/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","02/2021","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","08/2021","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","09/2020","31"
"312220","DIVINOLÂNDIA DE MINAS","MG","09/2021","32"
"312220","DIVINOLÂNDIA DE MINAS","MG","10/2021","32"
"312220","DIVINOLÂNDIA DE MINAS","MG","01/2018","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","02/2018","33"
"312220","DIVINOLÂNDIA DE MINAS","MG","03/2018","33"
"312220","DIVINOLÂNDIA DE MINAS","MG","04/2018","32"
"312220","DIVINOLÂNDIA DE MINAS","MG","05/2018","32"
"312220","DIVINOLÂNDIA DE MINAS","MG","06/2018","33"
"312220","DIVINOLÂNDIA DE MINAS","MG","07/2018","34"
"312220","DIVINOLÂNDIA DE MINAS","MG","08/2018","34"
"312220","DIVINOLÂNDIA DE MINAS","MG","09/2018","36"
"312220","DIVINOLÂNDIA DE MINAS","MG","10/2018","38"
"312220","DIVINOLÂNDIA DE MINAS","MG","11/2018","39"
"312220","DIVINOLÂNDIA DE MINAS","MG","12/2018","39"
"312220","DIVINOLÂNDIA DE MINAS","MG","01/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","02/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","03/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","04/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","05/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","12/2021","30"
"312220","DIVINOLÂNDIA DE MINAS","MG","06/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","07/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","08/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","09/2019","37"
"312220","DIVINOLÂNDIA DE MINAS","MG","10/2019","36"
"312220","DIVINOLÂNDIA DE MINAS","MG","12/2019","36"
"312220","DIVINOLÂNDIA DE MINAS","MG","11/2019","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","01/2020","36"
"312220","DIVINOLÂNDIA DE MINAS","MG","02/2020","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","03/2020","36"
"312220","DIVINOLÂNDIA DE MINAS","MG","04/2020","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","05/2020","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","06/2020","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","07/2020","35"
"312220","DIVINOLÂNDIA DE MINAS","MG","08/2020","31"
"312230","DIVINÓPOLIS","MG","01/2019","1860"
"312230","DIVINÓPOLIS","MG","12/2021","2033"
"312230","DIVINÓPOLIS","MG","03/2019","1842"
"312230","DIVINÓPOLIS","MG","10/2021","2025"
"312230","DIVINÓPOLIS","MG","12/2019","1880"
"312230","DIVINÓPOLIS","MG","09/2021","2022"
"312230","DIVINÓPOLIS","MG","08/2021","2003"
"312230","DIVINÓPOLIS","MG","07/2021","1979"
"312230","DIVINÓPOLIS","MG","06/2021","1986"
"312230","DIVINÓPOLIS","MG","05/2021","1983"
"312230","DIVINÓPOLIS","MG","04/2021","1974"
"312230","DIVINÓPOLIS","MG","03/2021","1975"
"312230","DIVINÓPOLIS","MG","02/2021","1974"
"312230","DIVINÓPOLIS","MG","01/2021","1977"
"312230","DIVINÓPOLIS","MG","12/2020","1983"
"312230","DIVINÓPOLIS","MG","11/2020","1980"
"312230","DIVINÓPOLIS","MG","10/2020","1971"
"312230","DIVINÓPOLIS","MG","09/2020","1961"
"312230","DIVINÓPOLIS","MG","08/2020","1961"
"312230","DIVINÓPOLIS","MG","07/2020","1960"
"312230","DIVINÓPOLIS","MG","06/2020","1954"
"312230","DIVINÓPOLIS","MG","05/2020","1947"
"312230","DIVINÓPOLIS","MG","04/2020","1940"
"312230","DIVINÓPOLIS","MG","03/2020","1916"
"312230","DIVINÓPOLIS","MG","02/2020","1880"
"312230","DIVINÓPOLIS","MG","01/2020","1876"
"312230","DIVINÓPOLIS","MG","11/2019","1860"
"312230","DIVINÓPOLIS","MG","10/2019","1838"
"312230","DIVINÓPOLIS","MG","09/2019","1823"
"312230","DIVINÓPOLIS","MG","08/2019","1833"
"312230","DIVINÓPOLIS","MG","07/2019","1833"
"312230","DIVINÓPOLIS","MG","06/2019","1836"
"312230","DIVINÓPOLIS","MG","11/2021","2033"
"312230","DIVINÓPOLIS","MG","01/2018","1764"
"312230","DIVINÓPOLIS","MG","02/2018","1770"
"312230","DIVINÓPOLIS","MG","03/2018","1786"
"312230","DIVINÓPOLIS","MG","04/2018","1793"
"312230","DIVINÓPOLIS","MG","05/2018","1795"
"312230","DIVINÓPOLIS","MG","06/2018","1812"
"312230","DIVINÓPOLIS","MG","07/2018","1825"
"312230","DIVINÓPOLIS","MG","08/2018","1825"
"312230","DIVINÓPOLIS","MG","09/2018","1845"
"312230","DIVINÓPOLIS","MG","10/2018","1847"
"312230","DIVINÓPOLIS","MG","11/2018","1862"
"312230","DIVINÓPOLIS","MG","12/2018","1867"
"312230","DIVINÓPOLIS","MG","02/2019","1845"
"312230","DIVINÓPOLIS","MG","04/2019","1848"
"312230","DIVINÓPOLIS","MG","05/2019","1843"
"312235","DIVISA ALEGRE","MG","08/2018","52"
"312235","DIVISA ALEGRE","MG","07/2018","53"
"312235","DIVISA ALEGRE","MG","06/2018","53"
"312235","DIVISA ALEGRE","MG","05/2018","53"
"312235","DIVISA ALEGRE","MG","04/2018","52"
"312235","DIVISA ALEGRE","MG","03/2018","50"
"312235","DIVISA ALEGRE","MG","02/2018","49"
"312235","DIVISA ALEGRE","MG","01/2018","47"
"312235","DIVISA ALEGRE","MG","12/2019","56"
"312235","DIVISA ALEGRE","MG","12/2021","51"
"312235","DIVISA ALEGRE","MG","11/2021","51"
"312235","DIVISA ALEGRE","MG","10/2021","51"
"312235","DIVISA ALEGRE","MG","09/2021","51"
"312235","DIVISA ALEGRE","MG","08/2021","51"
"312235","DIVISA ALEGRE","MG","07/2021","51"
"312235","DIVISA ALEGRE","MG","06/2021","50"
"312235","DIVISA ALEGRE","MG","05/2021","50"
"312235","DIVISA ALEGRE","MG","04/2021","50"
"312235","DIVISA ALEGRE","MG","03/2021","50"
"312235","DIVISA ALEGRE","MG","02/2021","51"
"312235","DIVISA ALEGRE","MG","01/2021","51"
"312235","DIVISA ALEGRE","MG","12/2020","52"
"312235","DIVISA ALEGRE","MG","11/2020","52"
"312235","DIVISA ALEGRE","MG","10/2020","51"
"312235","DIVISA ALEGRE","MG","09/2020","51"
"312235","DIVISA ALEGRE","MG","08/2020","53"
"312235","DIVISA ALEGRE","MG","07/2020","57"
"312235","DIVISA ALEGRE","MG","06/2020","57"
"312235","DIVISA ALEGRE","MG","05/2020","56"
"312235","DIVISA ALEGRE","MG","04/2020","54"
"312235","DIVISA ALEGRE","MG","03/2020","54"
"312235","DIVISA ALEGRE","MG","02/2020","55"
"312235","DIVISA ALEGRE","MG","01/2020","55"
"312235","DIVISA ALEGRE","MG","11/2019","55"
"312235","DIVISA ALEGRE","MG","10/2019","54"
"312235","DIVISA ALEGRE","MG","09/2019","54"
"312235","DIVISA ALEGRE","MG","08/2019","53"
"312235","DIVISA ALEGRE","MG","07/2019","52"
"312235","DIVISA ALEGRE","MG","06/2019","52"
"312235","DIVISA ALEGRE","MG","05/2019","52"
"312235","DIVISA ALEGRE","MG","04/2019","52"
"312235","DIVISA ALEGRE","MG","03/2019","53"
"312235","DIVISA ALEGRE","MG","02/2019","52"
"312235","DIVISA ALEGRE","MG","01/2019","52"
"312235","DIVISA ALEGRE","MG","12/2018","52"
"312235","DIVISA ALEGRE","MG","11/2018","52"
"312235","DIVISA ALEGRE","MG","10/2018","52"
"312235","DIVISA ALEGRE","MG","09/2018","51"
"312240","DIVISA NOVA","MG","12/2021","25"
"312240","DIVISA NOVA","MG","06/2018","37"
"312240","DIVISA NOVA","MG","07/2018","35"
"312240","DIVISA NOVA","MG","08/2018","36"
"312240","DIVISA NOVA","MG","09/2018","35"
"312240","DIVISA NOVA","MG","10/2018","35"
"312240","DIVISA NOVA","MG","11/2018","33"
"312240","DIVISA NOVA","MG","12/2018","33"
"312240","DIVISA NOVA","MG","01/2019","33"
"312240","DIVISA NOVA","MG","05/2018","37"
"312240","DIVISA NOVA","MG","04/2018","37"
