"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"310340","ARAÇUAÍ","MG","04/2022","4250","1723890.00","405.72"
"310340","ARAÇUAÍ","MG","05/2022","4238","1713339","405.81"
"310340","ARAÇUAÍ","MG","06/2022","4218","1704848","404.76"
"310340","ARAÇUAÍ","MG","07/2022","4193","1687309.00","404.24"
"310340","ARAÇUAÍ","MG","08/2022","4294","2582643","604.27"
"310340","ARAÇUAÍ","MG","09/2022","4368","2635965.00","603.89"
"310350","ARAGUARI","MG","11/2021","4222","901434.00","213.51"
"310350","ARAGUARI","MG","12/2021","4211","1706781.00","405.31"
"310350","ARAGUARI","MG","01/2022","5695","2304241","404.61"
"310350","ARAGUARI","MG","02/2022","5948","2410154.00","406.78"
"310350","ARAGUARI","MG","03/2022","5872","2388885","406.83"
"310350","ARAGUARI","MG","04/2022","5849","2378796.00","406.70"
"310350","ARAGUARI","MG","05/2022","5764","2340043","406.82"
"310350","ARAGUARI","MG","06/2022","5731","2326207","406.47"
"310350","ARAGUARI","MG","07/2022","5698","2302684.00","406.19"
"310350","ARAGUARI","MG","08/2022","6488","3911391","605.48"
"310350","ARAGUARI","MG","09/2022","6573","3978680.00","605.40"
"310360","ARANTINA","MG","11/2021","263","48993.00","186.29"
"310360","ARANTINA","MG","12/2021","265","107020.00","403.85"
"310360","ARANTINA","MG","01/2022","335","135539","404.59"
"310360","ARANTINA","MG","02/2022","343","138948.00","405.10"
"310360","ARANTINA","MG","03/2022","346","140302","405.50"
"310360","ARANTINA","MG","04/2022","345","139852.00","405.37"
"310360","ARANTINA","MG","05/2022","340","137852","405.45"
"310360","ARANTINA","MG","06/2022","337","136483","404.99"
"310360","ARANTINA","MG","07/2022","336","135738.00","405.19"
"310360","ARANTINA","MG","08/2022","363","218870","604.61"
"310360","ARANTINA","MG","09/2022","368","222350.00","604.21"
"310370","ARAPONGA","MG","11/2021","537","90072.00","167.73"
"310370","ARAPONGA","MG","12/2021","536","214402.00","400.00"
"310370","ARAPONGA","MG","01/2022","559","223727","400.23"
"310370","ARAPONGA","MG","02/2022","562","225112.00","400.56"
"310370","ARAPONGA","MG","03/2022","560","224376","400.67"
"310370","ARAPONGA","MG","04/2022","561","224776.00","400.67"
"310370","ARAPONGA","MG","05/2022","553","221576","400.68"
"310370","ARAPONGA","MG","06/2022","562","225347","400.97"
"310370","ARAPONGA","MG","07/2022","567","227332.00","400.94"
"310370","ARAPONGA","MG","08/2022","586","352077","600.81"
"310370","ARAPONGA","MG","09/2022","596","358137.00","600.90"
"310375","ARAPORÃ","MG","11/2021","312","65486.00","209.89"
"310375","ARAPORÃ","MG","12/2021","306","122804.00","401.32"
"310375","ARAPORÃ","MG","01/2022","385","154420","401.09"
"310375","ARAPORÃ","MG","02/2022","412","164555.00","401.35"
"310375","ARAPORÃ","MG","03/2022","395","158610","401.54"
"310375","ARAPORÃ","MG","04/2022","388","156048.00","402.19"
"310375","ARAPORÃ","MG","05/2022","406","162540","401.33"
"310375","ARAPORÃ","MG","06/2022","407","162864","401.14"
"310375","ARAPORÃ","MG","07/2022","395","157835.00","401.62"
"310375","ARAPORÃ","MG","08/2022","407","243324","600.80"
"310375","ARAPORÃ","MG","09/2022","394","237208.00","602.05"
"310380","ARAPUÁ","MG","11/2021","111","23047.00","207.63"
"310380","ARAPUÁ","MG","12/2021","111","44912.00","404.61"
"310380","ARAPUÁ","MG","01/2022","129","52115","403.99"
"310380","ARAPUÁ","MG","02/2022","130","52761.00","405.85"
"310380","ARAPUÁ","MG","03/2022","119","48361","406.39"
"310380","ARAPUÁ","MG","04/2022","119","48361.00","406.39"
"310380","ARAPUÁ","MG","05/2022","115","46740","406.43"
"310380","ARAPUÁ","MG","06/2022","116","47182","406.74"
"310380","ARAPUÁ","MG","07/2022","115","46382.00","406.86"
"310380","ARAPUÁ","MG","08/2022","119","71455","605.55"
"310380","ARAPUÁ","MG","09/2022","131","79382.00","605.97"
"310390","ARAÚJOS","MG","11/2021","180","36653.00","203.63"
"310390","ARAÚJOS","MG","12/2021","177","72277.00","408.34"
"310390","ARAÚJOS","MG","01/2022","238","96883","407.07"
"310390","ARAÚJOS","MG","02/2022","247","101159.00","409.55"
"310390","ARAÚJOS","MG","03/2022","235","96359","410.04"
"310390","ARAÚJOS","MG","04/2022","237","97108.00","409.74"
"310390","ARAÚJOS","MG","05/2022","251","102912","410.01"
"310390","ARAÚJOS","MG","06/2022","269","110146","409.46"
"310390","ARAÚJOS","MG","07/2022","271","111497.00","411.43"
"310390","ARAÚJOS","MG","08/2022","296","180968","611.38"
"310390","ARAÚJOS","MG","09/2022","291","177842.00","611.14"
"310400","ARAXÁ","MG","11/2021","3218","840197.00","261.09"
"310400","ARAXÁ","MG","12/2021","3255","1337213.00","410.82"
"310400","ARAXÁ","MG","01/2022","5515","2248770","407.76"
"310400","ARAXÁ","MG","02/2022","5867","2410147.00","411.01"
"310400","ARAXÁ","MG","03/2022","5561","2290172","411.83"
"310400","ARAXÁ","MG","04/2022","5537","2280881.00","411.93"
"310400","ARAXÁ","MG","05/2022","5541","2283424","412.17"
"310400","ARAXÁ","MG","06/2022","5542","2281524","411.75"
"310400","ARAXÁ","MG","07/2022","5522","2268180.00","411.57"
"310400","ARAXÁ","MG","08/2022","6836","4163307","609.92"
"310400","ARAXÁ","MG","09/2022","7075","4309314.00","609.35"
"310410","ARCEBURGO","MG","11/2021","262","66405.00","253.45"
"310410","ARCEBURGO","MG","12/2021","251","103915.00","414.00"
"310410","ARCEBURGO","MG","01/2022","283","116667","412.25"
"310410","ARCEBURGO","MG","02/2022","289","120180.00","415.85"
"310410","ARCEBURGO","MG","03/2022","284","118499","417.25"
"310410","ARCEBURGO","MG","04/2022","293","122099.00","416.72"
"310410","ARCEBURGO","MG","05/2022","303","125206","413.22"
"310410","ARCEBURGO","MG","06/2022","313","129062","412.34"
"310410","ARCEBURGO","MG","07/2022","312","127902.00","412.59"
"310410","ARCEBURGO","MG","08/2022","331","201884","613.63"
"310410","ARCEBURGO","MG","09/2022","315","193403.00","613.98"
"310420","ARCOS","MG","11/2021","1392","306605.00","220.26"
"310420","ARCOS","MG","12/2021","1403","569101.00","405.63"
"310420","ARCOS","MG","01/2022","1975","798991","404.55"
"310420","ARCOS","MG","02/2022","2105","856187.00","406.74"
"310420","ARCOS","MG","03/2022","2000","813315","406.66"
"310420","ARCOS","MG","04/2022","1995","813689.00","407.86"
"310420","ARCOS","MG","05/2022","1974","806245","408.43"
"310420","ARCOS","MG","06/2022","1953","798937","409.08"
"310420","ARCOS","MG","07/2022","1967","797421.00","406.85"
"310420","ARCOS","MG","08/2022","2418","1461004","605.97"
"310420","ARCOS","MG","09/2022","2459","1489085.00","605.81"
"310430","AREADO","MG","11/2021","541","106500.00","196.86"
"310430","AREADO","MG","12/2021","536","215774.00","402.56"
"310430","AREADO","MG","01/2022","692","278547","402.52"
"310430","AREADO","MG","02/2022","702","281915.00","403.89"
"310430","AREADO","MG","03/2022","686","277667","404.76"
"310430","AREADO","MG","04/2022","704","284890.00","404.67"
"310430","AREADO","MG","05/2022","729","293427","404.73"
"310430","AREADO","MG","06/2022","728","293992","404.95"
"310430","AREADO","MG","07/2022","725","291380.00","404.69"
"310430","AREADO","MG","08/2022","743","445912","604.22"
"310430","AREADO","MG","09/2022","742","447935.00","603.69"
"310440","ARGIRITA","MG","11/2021","236","51499.00","218.22"
"310440","ARGIRITA","MG","12/2021","232","93633.00","403.59"
"310440","ARGIRITA","MG","01/2022","283","114091","403.15"
"310440","ARGIRITA","MG","02/2022","295","119600.00","405.42"
"310440","ARGIRITA","MG","03/2022","287","116443","405.72"
"310440","ARGIRITA","MG","04/2022","281","113968.00","405.58"
"310440","ARGIRITA","MG","05/2022","275","111491","405.42"
"310440","ARGIRITA","MG","06/2022","271","109669","404.68"
"310440","ARGIRITA","MG","07/2022","270","109398.00","405.18"
"310440","ARGIRITA","MG","08/2022","291","175978","604.74"
"310440","ARGIRITA","MG","09/2022","287","173331.00","603.94"
"310445","ARICANDUVA","MG","11/2021","687","121653.00","177.08"
"310445","ARICANDUVA","MG","12/2021","686","275019.00","400.90"
"310445","ARICANDUVA","MG","01/2022","798","319819","400.78"
"310445","ARICANDUVA","MG","02/2022","813","326633.00","401.76"
"310445","ARICANDUVA","MG","03/2022","799","321245","402.06"
"310445","ARICANDUVA","MG","04/2022","803","322935.00","402.16"
"310445","ARICANDUVA","MG","05/2022","795","319767","402.22"
"310445","ARICANDUVA","MG","06/2022","799","321171","401.97"
"310445","ARICANDUVA","MG","07/2022","795","318026.00","402.06"
"310445","ARICANDUVA","MG","08/2022","807","483613","602.26"
"310445","ARICANDUVA","MG","09/2022","813","489438.00","602.01"
"310450","ARINOS","MG","11/2021","2506","631307.00","251.92"
"310450","ARINOS","MG","12/2021","2497","1031150.00","412.96"
"310450","ARINOS","MG","01/2022","2799","1152326","411.69"
"310450","ARINOS","MG","02/2022","2835","1143292.00","415.29"
"310450","ARINOS","MG","03/2022","2855","1186321","415.52"
"310450","ARINOS","MG","04/2022","2846","1181869.00","415.27"
"310450","ARINOS","MG","05/2022","2957","1196436","412.85"
"310450","ARINOS","MG","06/2022","2933","1191585","412.46"
"310450","ARINOS","MG","07/2022","2922","1182551.00","412.18"
"310450","ARINOS","MG","08/2022","3163","1899811","610.68"
"310450","ARINOS","MG","09/2022","3166","1927434.00","610.33"
"310460","ASTOLFO DUTRA","MG","11/2021","618","124193.00","200.96"
"310460","ASTOLFO DUTRA","MG","12/2021","613","247597.00","403.91"
"310460","ASTOLFO DUTRA","MG","01/2022","748","301925","403.64"
"310460","ASTOLFO DUTRA","MG","02/2022","773","313623.00","405.72"
"310460","ASTOLFO DUTRA","MG","03/2022","734","298191","406.25"
"310460","ASTOLFO DUTRA","MG","04/2022","745","302421.00","405.93"
"310460","ASTOLFO DUTRA","MG","05/2022","746","303230","406.47"
"310460","ASTOLFO DUTRA","MG","06/2022","739","299806","405.69"
"310460","ASTOLFO DUTRA","MG","07/2022","738","297822.00","405.20"
"310460","ASTOLFO DUTRA","MG","08/2022","727","437981","604.95"
"310460","ASTOLFO DUTRA","MG","09/2022","700","423267.00","604.67"
"310470","ATALÉIA","MG","11/2021","1995","366726.00","183.82"
"310470","ATALÉIA","MG","12/2021","1982","799440.00","403.35"
"310470","ATALÉIA","MG","01/2022","2252","907572","403.01"
"310470","ATALÉIA","MG","02/2022","2247","907232.00","403.75"
"310470","ATALÉIA","MG","03/2022","2195","886153","403.71"
"310470","ATALÉIA","MG","04/2022","2204","890248.00","403.92"
"310470","ATALÉIA","MG","05/2022","2171","877641","404.26"
"310470","ATALÉIA","MG","06/2022","2170","875170","403.30"
"310470","ATALÉIA","MG","07/2022","2151","863009.00","403.09"
"310470","ATALÉIA","MG","08/2022","2136","1281727","602.88"
"310470","ATALÉIA","MG","09/2022","2139","1289187.00","602.71"
"310480","AUGUSTO DE LIMA","MG","11/2021","506","114235.00","225.76"
"310480","AUGUSTO DE LIMA","MG","12/2021","499","203669.00","408.15"
"310480","AUGUSTO DE LIMA","MG","01/2022","557","226856","407.28"
"310480","AUGUSTO DE LIMA","MG","02/2022","575","235141.00","409.65"
"310480","AUGUSTO DE LIMA","MG","03/2022","547","223881","409.29"
"310480","AUGUSTO DE LIMA","MG","04/2022","556","227423.00","409.03"
"310480","AUGUSTO DE LIMA","MG","05/2022","565","230175","408.11"
"310480","AUGUSTO DE LIMA","MG","06/2022","568","231161","406.97"
"310480","AUGUSTO DE LIMA","MG","07/2022","560","227647.00","406.51"
"310480","AUGUSTO DE LIMA","MG","08/2022","578","350361","606.16"
"310480","AUGUSTO DE LIMA","MG","09/2022","570","345366.00","605.91"
"310490","BAEPENDI","MG","11/2021","1361","312149.00","229.35"
"310490","BAEPENDI","MG","12/2021","1358","553449.00","407.55"
"310490","BAEPENDI","MG","01/2022","1524","620189","406.95"
"310490","BAEPENDI","MG","02/2022","1555","637248.00","409.81"
"310490","BAEPENDI","MG","03/2022","1530","626769","409.65"
"310490","BAEPENDI","MG","04/2022","1538","629681.00","409.42"
"310490","BAEPENDI","MG","05/2022","1551","634448","409.32"
"310490","BAEPENDI","MG","06/2022","1557","635954","408.71"
"310490","BAEPENDI","MG","07/2022","1551","631743.00","408.63"
"310490","BAEPENDI","MG","08/2022","1586","961896","608.41"
"310490","BAEPENDI","MG","09/2022","1624","984418.00","606.54"
"310500","BALDIM","MG","11/2021","637","145345.00","228.17"
"310500","BALDIM","MG","12/2021","636","258339.00","406.19"
"310500","BALDIM","MG","01/2022","757","306968","405.51"
"310500","BALDIM","MG","02/2022","777","316412.00","407.22"
"310500","BALDIM","MG","03/2022","776","315849","407.02"
"310500","BALDIM","MG","04/2022","788","320649.00","406.91"
"310500","BALDIM","MG","05/2022","813","330293","406.26"
"310500","BALDIM","MG","06/2022","830","336721","405.69"
"310500","BALDIM","MG","07/2022","828","335049.00","406.12"
"310500","BALDIM","MG","08/2022","892","538194","605.39"
"310500","BALDIM","MG","09/2022","930","562824.00","605.19"
"310510","BAMBUÍ","MG","11/2021","727","154620.00","212.68"
"310510","BAMBUÍ","MG","12/2021","713","288880.00","405.16"
"310510","BAMBUÍ","MG","01/2022","900","363982","404.42"
"310510","BAMBUÍ","MG","02/2022","949","383021.00","406.17"
"310510","BAMBUÍ","MG","03/2022","941","382440","406.42"
"310510","BAMBUÍ","MG","04/2022","967","392668.00","406.07"
"310510","BAMBUÍ","MG","05/2022","987","399234","405.73"
"310510","BAMBUÍ","MG","06/2022","1027","415218","405.49"
"310510","BAMBUÍ","MG","07/2022","1021","409163.00","404.31"
"310510","BAMBUÍ","MG","08/2022","1046","626645","604.29"
"310510","BAMBUÍ","MG","09/2022","1080","650065.00","603.59"
"310520","BANDEIRA","MG","11/2021","540","98361.00","182.15"
"310520","BANDEIRA","MG","12/2021","535","215612.00","403.01"
"310520","BANDEIRA","MG","01/2022","579","233999","404.14"
"310520","BANDEIRA","MG","02/2022","585","236932.00","405.01"
"310520","BANDEIRA","MG","03/2022","581","235461","405.27"
"310520","BANDEIRA","MG","04/2022","579","234411.00","404.85"
"310520","BANDEIRA","MG","05/2022","539","218496","405.37"
"310520","BANDEIRA","MG","06/2022","536","216827","404.53"
"310520","BANDEIRA","MG","07/2022","530","213508.00","404.37"
"310520","BANDEIRA","MG","08/2022","531","319250","603.50"
"310520","BANDEIRA","MG","09/2022","524","316245.00","603.52"
"310530","BANDEIRA DO SUL","MG","11/2021","205","39852.00","194.40"
"310530","BANDEIRA DO SUL","MG","12/2021","203","81826.00","403.08"
"310530","BANDEIRA DO SUL","MG","01/2022","260","104815","403.13"
"310530","BANDEIRA DO SUL","MG","02/2022","262","105972.00","404.47"
"310530","BANDEIRA DO SUL","MG","03/2022","265","107127","404.25"
"310530","BANDEIRA DO SUL","MG","04/2022","262","105905.00","404.22"
"310530","BANDEIRA DO SUL","MG","05/2022","269","108632","403.84"
"310530","BANDEIRA DO SUL","MG","06/2022","266","107540","404.29"
"310530","BANDEIRA DO SUL","MG","07/2022","261","105236.00","403.20"
"310530","BANDEIRA DO SUL","MG","08/2022","296","179061","604.94"
"310530","BANDEIRA DO SUL","MG","09/2022","308","186521.00","605.59"
"310540","BARÃO DE COCAIS","MG","11/2021","1479","290920.00","196.70"
"310540","BARÃO DE COCAIS","MG","12/2021","1474","594437.00","403.28"
"310540","BARÃO DE COCAIS","MG","01/2022","1676","675266","402.90"
"310540","BARÃO DE COCAIS","MG","02/2022","1709","691484.00","404.61"
"310540","BARÃO DE COCAIS","MG","03/2022","1601","648367","404.98"
"310540","BARÃO DE COCAIS","MG","04/2022","1615","653909.00","404.90"
"310540","BARÃO DE COCAIS","MG","05/2022","1605","650640","405.38"
"310540","BARÃO DE COCAIS","MG","06/2022","1599","646929","404.58"
"310540","BARÃO DE COCAIS","MG","07/2022","1583","636668.00","404.49"
"310540","BARÃO DE COCAIS","MG","08/2022","1610","967469","604.29"
"310540","BARÃO DE COCAIS","MG","09/2022","1572","949870.00","604.24"
"310550","BARÃO DE MONTE ALTO","MG","11/2021","559","128268.00","229.46"
"310550","BARÃO DE MONTE ALTO","MG","12/2021","552","223706.00","405.26"
"310550","BARÃO DE MONTE ALTO","MG","01/2022","652","263749","404.52"
"310550","BARÃO DE MONTE ALTO","MG","02/2022","663","269835.00","406.99"
"310550","BARÃO DE MONTE ALTO","MG","03/2022","649","264286","407.22"
"310550","BARÃO DE MONTE ALTO","MG","04/2022","662","269381.00","406.92"
"310550","BARÃO DE MONTE ALTO","MG","05/2022","677","275493","406.93"
"310550","BARÃO DE MONTE ALTO","MG","06/2022","688","279493","406.24"
"310550","BARÃO DE MONTE ALTO","MG","07/2022","688","279600.00","406.40"
"310550","BARÃO DE MONTE ALTO","MG","08/2022","722","437795","606.36"
"310550","BARÃO DE MONTE ALTO","MG","09/2022","727","440691.00","606.18"
"310560","BARBACENA","MG","11/2021","5597","1118360.00","199.81"
"310560","BARBACENA","MG","12/2021","5582","2255185.00","404.01"
"310560","BARBACENA","MG","01/2022","6755","2727380","403.76"
"310560","BARBACENA","MG","02/2022","6997","2836208.00","405.35"
"310560","BARBACENA","MG","03/2022","6917","2802614","405.18"
"310560","BARBACENA","MG","04/2022","7055","2857955.00","405.10"
"310560","BARBACENA","MG","05/2022","7205","2917212","404.89"
"310560","BARBACENA","MG","06/2022","7338","2969573","404.68"
"310560","BARBACENA","MG","07/2022","7330","2957323.00","404.61"
"310560","BARBACENA","MG","08/2022","7821","4714271","604.39"
"310560","BARBACENA","MG","09/2022","8231","4971415.00","604.06"
"310570","BARRA LONGA","MG","11/2021","623","149123.00","239.36"
"310570","BARRA LONGA","MG","12/2021","620","254488.00","410.46"
"310570","BARRA LONGA","MG","01/2022","692","283419","409.57"
"310570","BARRA LONGA","MG","02/2022","709","292322.00","412.30"
"310570","BARRA LONGA","MG","03/2022","695","286738","412.57"
"310570","BARRA LONGA","MG","04/2022","713","294110.00","412.50"
"310570","BARRA LONGA","MG","05/2022","756","311219","411.67"
"310570","BARRA LONGA","MG","06/2022","766","315081","411.33"
"310570","BARRA LONGA","MG","07/2022","767","314561.00","410.65"
"310570","BARRA LONGA","MG","08/2022","817","497678","609.90"
"310570","BARRA LONGA","MG","09/2022","838","509822.00","609.11"
"310590","BARROSO","MG","11/2021","1768","407459.00","230.46"
"310590","BARROSO","MG","12/2021","1761","716888.00","407.09"
"310590","BARROSO","MG","01/2022","2214","898960","406.03"
"310590","BARROSO","MG","02/2022","2325","949982.00","408.59"
"310590","BARROSO","MG","03/2022","2227","910145","408.69"
"310590","BARROSO","MG","04/2022","2203","900380.00","408.71"
"310590","BARROSO","MG","05/2022","2188","894425","408.79"
"310590","BARROSO","MG","06/2022","2174","887801","408.37"
"310590","BARROSO","MG","07/2022","2185","887248.00","407.56"
"310590","BARROSO","MG","08/2022","2444","1479060","607.17"
"310590","BARROSO","MG","09/2022","2444","1483907.00","607.16"
"310600","BELA VISTA DE MINAS","MG","11/2021","668","154890.00","231.87"
"310600","BELA VISTA DE MINAS","MG","12/2021","666","270895.00","406.75"
"310600","BELA VISTA DE MINAS","MG","01/2022","742","301415","406.22"
"310600","BELA VISTA DE MINAS","MG","02/2022","754","308429.00","409.06"
"310600","BELA VISTA DE MINAS","MG","03/2022","706","288526","408.68"
"310600","BELA VISTA DE MINAS","MG","04/2022","717","292972.00","408.61"
"310600","BELA VISTA DE MINAS","MG","05/2022","734","299638","408.23"
"310600","BELA VISTA DE MINAS","MG","06/2022","737","300719","408.03"
"310600","BELA VISTA DE MINAS","MG","07/2022","736","299716.00","407.78"
